time,pos_x (micron),pos_y (micron),pH,pH_err
188.89,202.19,41.12,6.018,0.591
188.89,266.68,42.19,6.375,0.611
188.89,124.05,44.93,6.115,0.596
188.89,342.41,46.29,6.473,0.621
188.89,267.28,52.87,6.756,0.631
188.89,128.96,55.28,6.406,0.611
188.89,205.32,57.02,6.552,0.635
188.89,7.65,58.8,6.177,0.61
188.89,414.62,59.37,6.385,0.612
188.89,183.47,61.69,6.629,0.647
188.89,73.12,62.29,6.202,0.612
188.89,276.8,64.02,6.348,0.61
188.89,183.18,66.12,6.844,0.607
188.89,136.04,66.97,6.023,0.591
188.89,284.96,66.71,6.238,0.608
188.89,353.39,66.94,6.227,0.61
188.89,376.38,67.5,6.226,0.61
188.89,74.09,68.81,6.208,0.611
188.89,183.0,70.16,5.947,0.593
188.89,285.57,72.12,6.641,0.648
188.89,375.15,72.38,6.746,0.633
188.89,94.48,73.56,6.191,0.612
188.89,272.72,73.37,5.979,0.593
188.89,400.79,74.99,6.096,0.594
188.89,433.72,75.34,6.49,0.625
188.89,376.02,77.07,6.568,0.639
188.89,103.32,78.24,6.189,0.611
188.89,198.81,78.06,6.27,0.599
188.89,9.13,78.58,6.317,0.606
188.89,268.65,81.91,6.123,0.597
188.89,9.79,85.41,5.927,0.592
188.89,165.03,85.63,6.592,0.643
188.89,268.77,85.59,6.155,0.604
188.89,335.17,86.25,6.597,0.644
188.89,180.74,87.68,7.002,0.627
188.89,10.09,88.34,6.108,0.595
188.89,268.87,88.84,6.689,0.643
188.89,123.91,89.35,6.587,0.642
188.89,273.3,91.21,6.352,0.61
188.89,10.39,92.94,6.694,0.642
188.89,368.39,93.83,6.426,0.611
188.89,409.83,94.25,5.975,0.593
188.89,203.26,95.51,7.072,0.704
188.89,144.41,95.92,7.041,0.662
188.89,10.57,96.85,6.571,0.639
188.89,137.09,97.33,7.048,0.67
188.89,140.35,97.7,6.758,0.631
188.89,269.31,98.94,6.106,0.595
188.89,143.34,99.89,7.079,0.735
188.89,203.9,100.23,7.053,0.674
188.89,211.29,107.25,6.934,0.595
188.89,421.07,108.45,6.409,0.611
188.89,161.36,109.63,6.665,0.646
188.89,204.72,110.64,7.145,1.39
188.89,273.83,110.91,6.31,0.604
188.89,421.32,111.45,6.783,0.626
188.89,377.4,111.76,6.555,0.636
188.89,418.42,112.41,6.184,0.611
188.89,387.16,113.91,6.249,0.604
188.89,178.67,115.78,7.068,0.691
188.89,288.0,116.2,6.881,0.598
188.89,181.07,120.21,6.333,0.609
188.89,274.26,120.36,6.24,0.607
188.89,270.57,122.43,6.766,0.629
188.89,359.4,126.57,6.804,0.62
188.89,423.1,127.71,5.701,0.581
188.89,425.82,127.48,6.162,0.606
188.89,196.08,128.24,6.824,0.613
188.89,367.38,129.47,5.917,0.591
188.89,97.18,129.94,6.159,0.605
188.89,271.39,138.59,6.448,0.615
188.89,176.65,138.89,6.698,0.641
188.89,395.04,139.04,6.781,0.626
188.89,216.03,139.17,7.125,1.229
188.89,274.83,143.75,6.418,0.61
188.89,216.83,144.57,6.296,0.602
188.89,338.3,145.14,6.207,0.611
188.89,15.21,145.23,5.781,0.585
188.89,15.63,149.26,5.478,0.52
188.89,271.67,149.36,6.195,0.612
188.89,438.27,154.94,6.391,0.612
188.89,400.06,155.84,6.399,0.611
188.89,209.08,159.35,6.687,0.643
188.89,150.09,159.77,6.135,0.599
188.89,16.52,160.52,6.165,0.606
188.89,272.66,160.62,6.038,0.589
188.89,167.41,161.14,6.242,0.606
188.89,219.09,161.43,6.596,0.643
188.89,272.95,163.69,6.413,0.61
188.89,272.88,168.06,6.933,0.594
188.89,403.71,168.83,6.604,0.645
188.89,16.98,169.29,6.268,0.599
188.89,273.55,174.19,7.076,0.718
188.89,405.5,174.78,6.443,0.614
188.89,276.21,175.11,6.624,0.647
188.89,291.53,177.18,6.655,0.647
188.89,4.66,177.92,5.956,0.593
188.89,318.11,178.53,6.932,0.594
188.89,151.99,180.08,6.444,0.614
188.89,158.79,181.5,6.863,0.601
188.89,317.07,184.0,6.94,0.597
188.89,119.63,190.74,6.169,0.608
188.89,306.63,191.02,5.852,0.589
188.89,274.69,194.78,7.436,3.195
188.89,44.26,198.66,6.719,0.638
188.89,160.86,198.9,6.959,0.606
188.89,224.14,199.22,6.376,0.611
188.89,413.21,201.18,7.436,3.198
188.89,161.38,203.07,6.338,0.609
188.89,413.92,204.15,7.013,0.635
188.89,260.04,206.57,6.121,0.597
188.89,77.15,210.7,7.344,2.81
188.89,391.71,217.0,6.956,0.603
188.89,44.23,217.51,6.555,0.636
188.89,418.41,224.61,6.862,0.602
188.89,275.36,228.82,6.759,0.631
188.89,313.18,232.71,6.696,0.642
188.89,277.45,236.95,6.806,0.619
188.89,276.63,243.95,6.569,0.639
188.89,424.57,245.2,6.823,0.613
188.89,419.33,248.42,6.765,0.63
188.89,276.41,249.63,6.633,0.647
188.89,378.96,250.28,6.246,0.605
188.89,304.7,250.74,7.069,0.695
188.89,404.47,251.92,6.811,0.618
188.89,231.07,254.13,7.075,0.713
188.89,141.27,254.93,6.881,0.598
188.89,276.67,256.12,7.075,0.712
188.89,428.6,257.95,6.944,0.599
188.89,231.68,258.81,6.751,0.632
188.89,143.22,259.83,6.558,0.637
188.89,260.76,260.63,6.427,0.611
188.89,276.62,260.61,6.376,0.611
188.89,277.2,263.69,6.301,0.603
188.89,277.2,266.57,6.228,0.61
188.89,145.99,267.1,6.908,0.597
188.89,278.08,270.08,6.466,0.62
188.89,346.61,271.28,6.233,0.609
188.89,432.38,271.52,6.566,0.638
188.89,71.11,274.06,6.229,0.61
188.89,277.12,274.41,6.946,0.599
188.89,298.78,283.57,7.26,2.383
188.89,390.3,287.27,6.231,0.61
188.89,278.08,288.76,6.205,0.611
188.89,297.44,289.42,7.004,0.629
188.89,438.27,291.41,6.766,0.629
188.89,273.11,293.71,6.704,0.64
188.89,174.18,294.42,6.974,0.616
188.89,295.93,295.91,6.584,0.641
188.89,162.13,298.2,6.996,0.624
188.89,174.72,298.66,6.887,0.598
188.89,295.41,298.72,6.705,0.64
188.89,220.39,300.49,5.667,0.577
188.89,291.72,310.66,6.373,0.611
188.89,170.61,313.16,7.056,0.677
188.89,279.71,314.23,6.923,0.595
188.89,405.2,316.97,6.377,0.612
188.89,279.91,319.81,6.413,0.61
188.89,405.45,319.99,6.374,0.611
188.89,287.8,321.7,6.968,0.612
188.89,339.06,322.68,6.296,0.602
188.89,247.19,325.02,6.602,0.644
188.89,158.91,325.52,6.683,0.644
188.89,280.3,326.03,6.303,0.603
188.89,312.07,327.05,7.002,0.627
188.89,122.41,327.48,6.757,0.631
188.89,280.66,331.62,6.054,0.59
188.89,280.92,335.81,6.629,0.647
188.89,397.71,336.08,6.505,0.63
188.89,180.15,338.88,7.124,1.214
188.89,399.52,339.37,6.458,0.617
188.89,280.78,342.07,6.682,0.644
188.89,165.32,343.09,6.675,0.645
188.89,281.67,347.84,6.082,0.591
188.89,181.94,353.14,6.686,0.643
188.89,156.13,353.28,6.706,0.64
188.89,171.82,355.39,6.447,0.614
188.89,166.62,357.4,6.188,0.611
188.89,155.63,357.81,6.475,0.622
188.89,333.25,360.1,6.392,0.612
188.89,167.22,362.14,5.812,0.587
188.89,281.91,361.96,6.134,0.599
188.89,401.54,362.75,6.047,0.59
188.89,219.62,365.89,6.422,0.611
188.89,167.46,366.13,6.222,0.61
188.89,70.96,368.94,6.511,0.631
188.89,109.52,368.64,6.668,0.645
188.89,168.12,370.24,6.158,0.605
188.89,267.66,372.57,6.202,0.612
188.89,185.52,377.74,6.827,0.612
188.89,413.35,378.29,6.491,0.626
188.89,95.52,380.3,6.276,0.599
188.89,296.98,388.99,6.007,0.592
188.89,36.21,392.43,6.668,0.646
188.89,187.76,392.36,6.379,0.612
188.89,426.22,393.16,6.439,0.613
188.89,36.81,399.92,6.833,0.61
188.89,252.0,402.3,6.285,0.6
188.89,151.4,405.35,6.429,0.611
188.89,292.79,405.6,6.803,0.62
188.89,252.66,405.93,6.475,0.622
188.89,41.43,406.86,6.436,0.612
188.89,190.02,406.88,6.342,0.61
188.89,282.29,408.71,5.759,0.584
188.89,412.34,410.41,5.359,0.479
188.89,191.23,413.14,6.141,0.6
188.89,290.82,414.33,6.22,0.61
188.89,253.32,414.48,6.523,0.633
188.89,257.75,416.17,6.799,0.622
188.89,254.38,418.95,6.242,0.606
188.89,172.1,419.81,6.192,0.612
188.89,172.23,423.02,6.104,0.595
188.89,71.06,427.97,6.501,0.628
188.89,254.82,428.0,6.254,0.602
188.89,173.15,431.58,6.242,0.606
188.89,428.58,435.65,6.371,0.611
188.89,256.73,436.57,6.56,0.637
188.89,174.18,436.93,6.678,0.644
188.89,283.71,438.92,6.155,0.604
188.89,257.28,440.58,6.952,0.602
188.89,174.18,442.11,5.961,0.593
198.33,221.56,2.45,7.681,4.101
198.33,265.01,2.69,6.127,0.598
198.33,366.27,3.27,6.316,0.606
198.33,135.93,3.74,5.809,0.587
198.33,385.42,3.79,6.899,0.598
198.33,2.11,5.02,6.276,0.599
198.33,265.04,5.33,6.343,0.61
198.33,408.64,5.65,6.931,0.593
198.33,265.17,8.72,6.281,0.6
198.33,218.92,9.58,7.562,3.662
198.33,133.14,10.17,6.537,0.634
198.33,356.45,10.1,6.374,0.611
198.33,369.39,9.89,6.465,0.619
198.33,342.86,11.74,6.588,0.642
198.33,217.91,12.89,6.396,0.612
198.33,282.07,14.72,5.942,0.593
198.33,423.69,15.62,6.273,0.599
198.33,187.17,17.59,6.396,0.612
198.33,373.5,18.01,6.823,0.613
198.33,383.05,19.6,6.37,0.611
198.33,215.9,20.2,6.21,0.611
198.33,137.73,23.69,6.036,0.59
198.33,364.82,23.88,6.756,0.631
198.33,282.89,26.02,6.595,0.643
198.33,58.77,26.44,6.253,0.602
198.33,378.96,29.6,6.233,0.609
198.33,411.22,31.58,6.78,0.626
198.33,382.04,32.55,6.412,0.61
198.33,366.39,34.56,6.038,0.589
198.33,27.65,37.83,6.288,0.601
198.33,201.73,38.05,6.445,0.614
198.33,202.16,41.24,6.267,0.599
198.33,266.56,42.2,6.457,0.617
198.33,124.02,45.0,6.315,0.606
198.33,342.39,46.31,6.236,0.608
198.33,267.12,52.88,6.743,0.634
198.33,128.98,55.33,6.481,0.623
198.33,205.37,57.06,6.483,0.624
198.33,7.68,58.89,6.079,0.591
198.33,414.52,59.32,6.552,0.635
198.33,183.57,61.8,6.277,0.599
198.33,73.11,62.36,6.218,0.61
198.33,276.76,64.07,6.331,0.608
198.33,183.23,66.21,6.685,0.643
198.33,284.96,66.68,6.034,0.59
198.33,353.34,66.96,6.232,0.61
198.33,136.01,67.03,6.256,0.601
198.33,376.31,67.48,6.342,0.61
198.33,74.1,68.88,6.389,0.612
198.33,182.95,70.25,6.365,0.611
198.33,285.55,72.08,6.472,0.621
198.33,375.07,72.41,6.715,0.639
198.33,94.49,73.56,6.216,0.61
198.33,272.64,73.34,5.329,0.469
198.33,400.69,75.07,5.693,0.581
198.33,433.69,75.29,6.672,0.645
198.33,375.95,77.05,6.654,0.647
198.33,103.33,78.32,6.299,0.602
198.33,198.8,78.13,6.918,0.596
198.33,9.15,78.63,5.854,0.589
198.33,268.5,81.9,6.269,0.599
198.33,9.86,85.5,6.161,0.606
198.33,165.06,85.68,6.572,0.639
198.33,268.73,85.57,6.228,0.61
198.33,335.09,86.33,6.409,0.611
198.33,180.72,87.9,6.94,0.597
198.33,10.11,88.35,6.127,0.598
198.33,268.76,88.78,6.192,0.612
198.33,123.99,89.47,6.285,0.6
198.33,273.23,91.23,6.319,0.606
198.33,10.39,92.97,6.911,0.597
198.33,368.27,93.84,6.789,0.625
198.33,409.75,94.2,6.211,0.611
198.33,203.24,95.67,7.109,0.949
198.33,144.46,95.96,7.178,1.634
198.33,10.62,97.02,6.352,0.61
198.33,137.15,97.44,6.844,0.607
198.33,140.27,97.65,6.963,0.608
198.33,269.19,98.91,6.202,0.612
198.33,143.4,99.99,7.026,0.646
198.33,203.85,100.04,6.965,0.609
198.33,211.28,107.32,6.842,0.607
198.33,420.98,108.11,6.595,0.643
198.33,161.41,109.66,6.958,0.605
198.33,204.67,110.7,7.053,0.675
198.33,273.75,110.89,6.179,0.61
198.33,377.29,111.72,6.536,0.634
198.33,421.25,111.54,6.395,0.612
198.33,418.29,112.24,6.101,0.594
198.33,387.09,113.82,6.645,0.648
198.33,178.64,115.83,7.071,0.7
198.33,287.97,116.16,6.852,0.605
198.33,181.05,120.2,6.547,0.635
198.33,274.18,120.38,6.375,0.611
198.33,270.48,122.41,7.102,0.876
198.33,359.34,126.53,6.709,0.64
198.33,425.79,127.43,6.211,0.611
198.33,423.04,127.72,5.674,0.577
198.33,196.1,128.31,6.813,0.617
198.33,367.25,129.49,5.842,0.589
198.33,97.17,130.0,6.435,0.612
198.33,271.25,138.57,6.074,0.59
198.33,176.63,138.91,6.845,0.607
198.33,394.91,139.01,6.257,0.601
198.33,215.99,139.24,7.111,1.006
198.33,274.72,143.76,6.234,0.609
198.33,216.77,144.59,6.635,0.647
198.33,15.26,145.27,6.273,0.599
198.33,338.24,145.24,5.368,0.483
198.33,15.62,149.34,5.819,0.587
198.33,271.57,149.31,6.628,0.647
198.33,438.21,154.9,6.272,0.599
198.33,400.01,155.8,6.749,0.633
198.33,209.03,159.4,6.846,0.606
198.33,150.14,159.8,6.43,0.611
198.33,16.55,160.66,6.165,0.606
198.33,272.57,160.6,6.147,0.602
198.33,167.4,161.15,6.35,0.61
198.33,219.03,161.4,6.708,0.64
198.33,272.82,163.72,6.219,0.61
198.33,272.77,168.03,6.717,0.638
198.33,403.67,168.85,6.563,0.638
198.33,17.01,169.28,6.618,0.646
198.33,273.43,173.99,7.026,0.647
198.33,405.4,174.7,6.233,0.61
198.33,276.16,175.07,6.617,0.646
198.33,291.45,177.03,6.775,0.627
198.33,4.71,177.99,6.3,0.602
198.33,318.0,178.52,6.707,0.64
198.33,152.01,180.16,6.301,0.602
198.33,158.8,181.57,6.956,0.604
198.33,316.98,183.91,7.123,1.203
198.33,119.67,190.8,6.208,0.611
198.33,306.55,191.03,6.298,0.602
198.33,274.58,194.71,7.07,0.696
198.33,44.27,198.74,6.882,0.598
198.33,160.89,198.95,6.568,0.639
198.33,224.04,199.17,6.069,0.59
198.33,413.13,201.13,6.793,0.624
198.33,161.49,203.07,6.823,0.613
198.33,413.9,204.16,7.079,0.732
198.33,259.98,206.58,6.382,0.612
198.33,76.57,210.72,7.079,0.735
198.33,391.65,216.97,7.067,0.688
198.33,44.2,217.54,6.673,0.645
198.33,275.32,228.74,6.391,0.612
198.33,313.03,232.7,6.22,0.61
198.33,277.44,236.91,6.911,0.597
198.33,276.55,243.91,6.716,0.638
198.33,424.47,245.14,7.071,0.701
198.33,419.24,248.4,6.799,0.622
198.33,276.25,249.68,6.696,0.642
198.33,378.85,250.22,6.931,0.593
198.33,304.67,250.68,7.335,2.766
198.33,404.38,251.89,6.666,0.646
198.33,276.33,253.34,6.289,0.601
198.33,231.01,254.09,6.951,0.602
198.33,141.19,254.93,7.09,0.796
198.33,276.55,256.01,6.611,0.645
198.33,428.47,257.93,6.781,0.626
198.33,231.57,258.79,7.126,1.235
198.33,143.17,259.89,7.219,2.025
198.33,260.66,260.58,6.791,0.624
198.33,276.52,260.59,6.186,0.611
198.33,277.11,263.63,6.059,0.59
198.33,277.05,266.48,6.275,0.599
198.33,145.95,267.22,6.678,0.644
198.33,277.85,270.07,6.376,0.611
198.33,346.54,271.32,6.134,0.599
198.33,432.3,271.52,6.287,0.6
198.33,71.1,274.13,6.279,0.6
198.33,276.96,274.37,6.892,0.598
198.33,298.62,283.59,7.132,1.282
198.33,390.12,287.18,5.855,0.589
198.33,277.95,288.74,6.706,0.64
198.33,297.27,289.8,6.76,0.631
198.33,438.12,291.42,7.123,1.203
198.33,273.08,293.68,6.434,0.612
198.33,174.21,294.48,7.107,0.922
198.33,295.87,295.93,6.564,0.638
198.33,162.15,298.3,6.994,0.622
198.33,174.74,298.72,7.051,0.672
198.33,295.42,298.76,6.66,0.646
198.33,220.35,300.54,6.555,0.636
198.33,292.52,310.78,6.549,0.635
198.33,170.62,313.21,7.099,0.853
198.33,279.53,314.18,7.167,1.551
198.33,405.07,316.95,6.301,0.602
198.33,279.85,319.79,6.809,0.618
198.33,405.29,319.96,6.581,0.641
198.33,289.1,322.08,7.099,0.856
198.33,338.94,322.65,6.313,0.605
198.33,247.1,324.97,6.83,0.611
198.33,158.9,325.62,7.125,1.23
198.33,280.18,325.83,6.252,0.603
198.33,311.94,327.05,7.032,0.652
198.33,122.46,327.47,6.749,0.633
198.33,280.55,331.64,6.239,0.608
198.33,280.88,335.79,6.39,0.612
198.33,397.59,336.1,6.565,0.638
198.33,180.16,338.96,7.198,1.835
198.33,399.5,339.38,6.039,0.589
198.33,280.7,341.94,6.506,0.63
198.33,165.38,343.16,6.428,0.611
198.33,281.57,347.82,6.053,0.59
198.33,156.12,353.38,6.247,0.605
198.33,182.04,353.28,6.523,0.633
198.33,171.87,355.5,6.685,0.643
198.33,166.69,357.52,5.737,0.582
198.33,155.64,357.89,6.734,0.635
198.33,333.08,360.09,6.328,0.608
198.33,281.81,361.88,6.06,0.59
198.33,167.29,362.25,6.018,0.591
198.33,401.47,362.73,5.845,0.589
198.33,219.56,365.92,6.008,0.592
198.33,167.54,366.27,6.073,0.59
198.33,109.55,368.74,6.144,0.601
198.33,71.01,369.02,6.583,0.641
198.33,168.27,370.49,6.136,0.599
198.33,269.61,373.02,5.991,0.593
198.33,185.53,377.82,7.11,0.973
198.33,413.28,378.28,6.17,0.608
198.33,95.28,380.38,6.741,0.634
198.33,296.89,388.99,6.016,0.592
198.33,36.2,392.49,6.697,0.641
198.33,187.77,392.4,6.167,0.607
198.33,426.12,393.13,6.25,0.604
198.33,36.81,400.06,6.74,0.634
198.33,251.9,402.32,6.518,0.632
198.33,151.44,405.44,6.465,0.619
198.33,292.69,405.55,6.754,0.632
198.33,252.52,405.93,6.133,0.599
198.33,41.41,406.87,6.43,0.611
198.33,190.02,407.15,6.378,0.612
198.33,282.18,408.68,6.209,0.611
198.33,412.25,410.41,6.238,0.608
198.33,191.31,413.21,6.112,0.595
198.33,290.72,414.29,6.265,0.599
198.33,253.24,414.42,6.77,0.629
198.33,257.71,416.18,6.906,0.597
198.33,254.26,419.06,6.352,0.61
198.33,172.25,419.98,6.577,0.64
198.33,172.47,423.07,5.98,0.593
198.33,172.87,425.42,5.881,0.59
198.33,71.11,428.02,6.476,0.622
198.33,254.69,428.0,6.162,0.606
198.33,173.41,431.69,6.489,0.625
198.33,428.47,435.67,6.508,0.631
198.33,256.67,436.51,6.45,0.615
198.33,174.42,437.09,6.613,0.646
198.33,283.56,438.84,6.221,0.61
198.33,257.17,440.49,6.396,0.612
207.78,265.07,2.55,5.976,0.593
207.78,366.35,3.14,6.257,0.601
207.78,135.88,3.74,6.275,0.599
207.78,385.48,3.69,6.725,0.637
207.78,2.03,4.99,6.231,0.61
207.78,265.08,5.17,6.15,0.603
207.78,408.72,5.55,6.842,0.608
207.78,265.18,8.57,6.429,0.611
207.78,369.53,9.88,6.607,0.645
207.78,133.03,10.1,6.378,0.612
207.78,356.54,9.99,6.658,0.647
207.78,342.91,11.65,6.522,0.633
207.78,217.87,12.84,6.685,0.643
207.78,282.14,14.59,5.835,0.588
207.78,423.74,15.58,6.037,0.59
207.78,187.16,17.68,6.202,0.612
207.78,373.5,17.86,6.345,0.61
207.78,383.09,19.38,6.472,0.621
207.78,215.93,20.21,7.008,0.632
207.78,137.72,23.74,6.129,0.598
207.78,364.9,23.75,6.668,0.645
207.78,282.92,25.87,6.409,0.611
207.78,58.71,26.46,6.631,0.647
207.78,379.07,29.43,6.623,0.646
207.78,411.32,31.42,6.9,0.598
207.78,382.07,32.47,6.374,0.611
207.78,366.44,34.44,5.213,0.426
207.78,27.6,37.87,6.259,0.601
207.78,201.63,38.06,6.553,0.636
207.78,202.12,41.27,6.557,0.636
207.78,266.64,42.03,6.554,0.636
207.78,124.01,45.07,6.307,0.604
207.78,342.45,46.26,6.597,0.643
207.78,267.19,52.84,6.43,0.611
207.78,128.89,55.35,6.288,0.601
207.78,205.33,57.1,6.259,0.6
207.78,7.63,58.9,6.256,0.601
207.78,414.62,59.17,6.748,0.633
207.78,183.52,61.82,6.364,0.611
207.78,73.09,62.35,6.697,0.641
207.78,276.76,63.91,6.524,0.633
207.78,183.17,66.18,6.549,0.635
207.78,285.01,66.56,5.87,0.589
207.78,353.38,66.86,6.239,0.607
207.78,136.03,67.09,6.234,0.609
207.78,376.42,67.37,6.324,0.607
207.78,74.04,68.9,6.356,0.61
207.78,182.9,70.3,5.964,0.593
207.78,285.62,72.02,6.374,0.611
207.78,375.09,72.3,6.76,0.63
207.78,272.71,73.27,5.677,0.578
207.78,94.47,73.6,6.267,0.599
207.78,400.79,74.91,6.238,0.608
207.78,433.73,75.23,6.076,0.591
207.78,376.08,76.99,6.716,0.638
207.78,103.32,78.3,6.239,0.607
207.78,198.77,78.09,6.45,0.615
207.78,9.12,78.64,6.189,0.611
207.78,268.59,81.77,6.213,0.61
207.78,9.78,85.52,6.075,0.591
207.78,164.99,85.64,6.898,0.598
207.78,268.74,85.45,5.958,0.593
207.78,335.15,86.12,6.506,0.63
207.78,180.65,88.06,6.921,0.595
207.78,10.04,88.37,5.988,0.593
207.78,268.82,88.68,6.373,0.611
207.78,123.91,89.42,6.702,0.641
207.78,273.22,91.11,6.206,0.611
207.78,10.33,93.03,6.823,0.614
207.78,368.37,93.7,6.782,0.626
207.78,409.87,94.1,6.153,0.603
207.78,203.22,95.57,7.058,0.68
207.78,144.39,95.98,7.072,0.703
207.78,10.53,96.99,6.685,0.643
207.78,137.09,97.42,7.225,2.068
207.78,140.16,97.62,6.916,0.597
207.78,269.25,98.81,6.847,0.606
207.78,203.76,99.72,7.122,1.192
207.78,143.21,99.91,7.109,0.948
207.78,211.23,107.31,6.901,0.597
207.78,421.02,108.13,6.41,0.61
207.78,161.33,109.68,7.014,0.636
207.78,204.63,110.67,6.956,0.603
207.78,273.83,110.8,6.497,0.627
207.78,377.39,111.62,6.303,0.603
207.78,421.35,111.46,6.469,0.62
207.78,418.37,112.22,6.333,0.609
207.78,387.16,113.73,6.447,0.615
207.78,178.68,115.83,6.878,0.598
207.78,287.98,116.09,6.685,0.643
207.78,181.08,120.25,6.634,0.647
207.78,274.2,120.25,6.433,0.612
207.78,270.49,122.26,6.133,0.599
207.78,359.39,126.45,6.573,0.64
207.78,425.76,127.31,5.863,0.589
207.78,423.06,127.55,6.333,0.609
207.78,196.04,128.32,6.681,0.644
207.78,367.32,129.38,6.52,0.633
207.78,97.16,130.0,6.517,0.632
207.78,271.32,138.41,6.236,0.608
207.78,176.61,138.9,6.971,0.614
207.78,395.0,138.92,6.386,0.612
207.78,215.94,139.19,7.606,3.82
207.78,274.81,143.54,6.635,0.648
207.78,216.78,144.64,6.266,0.599
207.78,338.29,145.07,5.651,0.575
207.78,15.18,145.27,6.071,0.59
207.78,15.56,149.32,6.483,0.624
207.78,271.64,149.2,6.371,0.611
207.78,438.23,154.81,6.046,0.59
207.78,400.12,155.82,6.68,0.644
207.78,150.05,159.84,6.317,0.606
207.78,209.02,159.53,6.983,0.619
207.78,272.67,160.45,6.221,0.61
207.78,16.48,160.57,6.144,0.601
207.78,167.36,161.15,6.14,0.6
207.78,219.09,161.35,6.889,0.598
207.78,272.86,163.58,6.23,0.61
207.78,272.81,167.92,6.935,0.595
207.78,403.7,168.77,6.38,0.612
207.78,16.91,169.28,6.378,0.612
207.78,273.49,173.83,7.1,0.862
207.78,405.47,174.62,6.299,0.602
207.78,276.21,174.93,6.655,0.647
207.78,291.51,176.99,6.381,0.612
207.78,4.64,178.0,6.175,0.609
207.78,318.15,178.43,6.73,0.635
207.78,151.94,180.06,6.321,0.607
207.78,158.77,181.55,6.835,0.609
207.78,317.14,183.84,7.067,0.688
207.78,119.52,190.81,7.059,0.681
207.78,306.61,190.92,6.465,0.619
207.78,274.65,194.64,7.076,0.719
207.78,44.22,198.82,6.747,0.633
207.78,160.84,198.94,6.672,0.645
207.78,224.11,199.11,6.364,0.611
207.78,413.12,200.97,7.108,0.932
207.78,161.41,203.07,6.805,0.62
207.78,413.92,204.0,7.004,0.629
207.78,260.03,206.4,6.178,0.61
207.78,76.67,210.74,7.446,3.234
207.78,391.74,216.87,6.905,0.597
207.78,44.18,217.62,6.263,0.6
207.78,275.37,228.78,6.935,0.595
207.78,313.13,232.73,6.189,0.611
207.78,277.43,236.97,7.049,0.671
207.78,276.59,243.95,6.251,0.603
207.78,424.49,245.18,7.034,0.654
207.78,419.25,248.42,6.859,0.603
207.78,276.34,249.69,6.752,0.632
207.78,378.93,250.26,6.444,0.614
207.78,304.77,250.72,7.162,1.507
207.78,404.49,251.87,6.414,0.61
207.78,231.01,254.13,7.21,1.952
207.78,141.25,255.13,6.891,0.598
207.78,276.64,256.11,7.039,0.659
207.78,428.55,257.98,6.854,0.604
207.78,231.67,258.81,7.206,1.919
207.78,143.15,259.96,7.289,2.559
207.78,260.69,260.61,7.045,0.666
207.78,276.64,260.64,6.112,0.595
207.78,277.15,263.64,6.136,0.599
207.78,277.13,266.54,6.576,0.64
207.78,145.92,267.29,6.689,0.643
207.78,277.73,270.13,6.426,0.611
207.78,346.61,271.3,6.387,0.612
207.78,432.4,271.52,6.206,0.611
207.78,71.07,274.18,6.357,0.61
207.78,277.12,274.37,6.717,0.638
207.78,298.76,283.55,7.081,0.744
207.78,390.15,287.23,5.738,0.582
207.78,278.04,288.74,6.474,0.622
207.78,297.36,290.1,7.152,1.438
207.78,438.19,291.41,6.52,0.633
207.78,273.09,293.68,6.343,0.61
207.78,174.12,294.54,7.122,1.19
207.78,295.95,295.89,6.402,0.611
207.78,162.07,298.34,7.18,1.653
207.78,174.63,298.74,7.085,0.768
207.78,295.49,298.76,6.444,0.614
207.78,220.37,300.6,6.36,0.61
207.78,292.63,310.87,6.28,0.6
207.78,170.52,313.29,7.063,0.684
207.78,279.61,314.28,6.69,0.642
207.78,405.16,316.97,6.671,0.645
207.78,279.93,319.85,6.623,0.646
207.78,289.95,320.02,7.094,0.819
207.78,405.39,319.96,6.561,0.637
207.78,338.98,322.68,6.505,0.63
